customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation,size,margin,age,age_group,bigger_age_group
1441,Renae,Burns,Female,23,1977-03-07,,Manufacturing,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,5.0,53 Steensland Parkway,2773,NSW,Australia,10,2,281.23,44.0,"(39.0, 49.0]","(30.0, 50.0]"
1442,Mylo,Norrie,Male,1,1963-03-07,,Manufacturing,Affluent Customer,N,â¡,No,17.0,8 Prairie Rose Circle,2745,NSW,Australia,9,3,303.76,58.0,"(49.0, 59.0]","(50.0, 70.0]"
1443,Angela,Mowles,Female,47,1986-07-25,,Financial Services,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,22.0,3416 Texas Pass,2747,NSW,Australia,7,10,500.4260000000001,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1444,Claudian,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,8.0,8088 Macpherson Hill,2323,NSW,Australia,5,5,256.262,45.0,"(39.0, 49.0]","(30.0, 50.0]"
1445,Bettine,Yoselevitch,Female,57,1973-03-29,Web Designer II,IT,Affluent Customer,N,âªâªtestâª,No,18.0,6418 Jenna Trail,2640,NSW,Australia,4,6,570.52,47.0,"(39.0, 49.0]","(30.0, 50.0]"
1446,Gabriello,Nell,Male,51,1987-04-15,Engineer I,Manufacturing,Mass Customer,N,<script>alert('hi')</script>,No,17.0,70262 Hermina Court,3690,VIC,Australia,2,7,642.2171428571429,33.0,"(29.0, 39.0]","(30.0, 50.0]"
1447,Renaldo,Maudsley,Male,29,1996-06-16,Civil Engineer,Manufacturing,Mass Customer,N,ð©ð½,No,4.0,89684 Coolidge Hill,2630,NSW,Australia,1,7,650.5514285714286,24.0,"(19.0, 29.0]","(10.0, 30.0]"
1448,Hinze,Bullent,Male,40,1988-08-09,VP Product Management,Property,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,20.0,00 International Junction,2260,NSW,Australia,8,1,128.45999999999992,32.0,"(29.0, 39.0]","(30.0, 50.0]"
1449,Ashly,Abramamovh,Female,38,1967-08-26,Staff Accountant IV,,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,4.0,5 Carioca Pass,2594,NSW,Australia,3,6,760.8883333333333,53.0,"(49.0, 59.0]","(50.0, 70.0]"
1450,Floris,Dunkerley,Female,23,1964-01-24,Statistician I,Manufacturing,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,6.0,6386 Raven Road,2579,NSW,Australia,2,7,422.79857142857145,57.0,"(49.0, 59.0]","(50.0, 70.0]"
1451,Courtney,Meas,Female,32,1977-02-01,Junior Executive,Argiculture,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,7,716.7614285714284,44.0,"(39.0, 49.0]","(30.0, 50.0]"
1452,Zachery,Hamber,Male,99,1955-12-31,Safety Technician III,Retail,Mass Customer,N,",./;'[]\-=",No,20.0,913 Londonderry Trail,2567,NSW,Australia,8,5,686.324,65.0,"(59.0, 69.0]","(50.0, 70.0]"
1453,Ahmed,,Male,54,1977-07-30,Computer Systems Analyst I,Health,High Net Worth,N,,No,13.0,58516 Tony Plaza,2567,NSW,Australia,8,5,653.1500000000001,43.0,"(39.0, 49.0]","(30.0, 50.0]"
1454,Caesar,Wattam,Male,4,1979-04-07,Physical Therapy Assistant,Argiculture,Mass Customer,N,1,Yes,3.0,583 Jenna Pass,2567,NSW,Australia,9,5,448.1,41.0,"(39.0, 49.0]","(30.0, 50.0]"
1455,Cleo,,Female,2,1992-07-26,Software Engineer I,Property,Affluent Customer,N,-1,No,8.0,77729 Kim Plaza,2560,NSW,Australia,7,5,469.996,28.0,"(19.0, 29.0]","(10.0, 30.0]"
1456,Berkie,Croall,Male,97,1964-12-11,Health Coach II,Property,Mass Customer,N,100,Yes,6.0,1253 Ridge Oak Center,2560,NSW,Australia,4,4,218.7325,56.0,"(49.0, 59.0]","(50.0, 70.0]"
1457,Leonore,Slixby,Female,99,1978-08-20,Speech Pathologist,,Affluent Customer,N,á ,Yes,12.0,975 Melby Street,2564,NSW,Australia,8,7,332.8985714285714,42.0,"(39.0, 49.0]","(30.0, 50.0]"
1458,Ashley,Behneke,Male,40,1956-10-22,Account Representative IV,Telecommunications,Affluent Customer,N,,No,11.0,6279 Lien Junction,2560,NSW,Australia,6,3,1091.1100000000001,64.0,"(59.0, 69.0]","(50.0, 70.0]"
1459,Haydon,Berkery,Male,89,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,1,No,4.0,1435 Lukken Trail,2570,NSW,Australia,8,4,1139.4,22.0,"(19.0, 29.0]","(10.0, 30.0]"
1460,Morley,Shutt,Male,92,1973-07-03,Information Systems Manager,Financial Services,High Net Worth,N,1'; DROP TABLE users--,Yes,13.0,25 Darwin Terrace,2207,NSW,Australia,9,8,1348.4499999999996,47.0,"(39.0, 49.0]","(30.0, 50.0]"
1461,Earl,Skeels,Male,71,1957-01-04,,Retail,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,9.0,3 Independence Hill,2560,NSW,Australia,9,7,829.4171428571428,64.0,"(59.0, 69.0]","(50.0, 70.0]"
1462,Omero,Hauxley,Male,16,1995-11-07,VP Accounting,Financial Services,Mass Customer,N,2018-02-01 00:00:00,Yes,1.0,4 Stone Corner Avenue,4503,QLD,Australia,6,6,466.304,25.0,"(19.0, 29.0]","(10.0, 30.0]"
1463,Willie,Landsberg,Male,53,1965-04-18,Chief Design Engineer,Property,High Net Worth,N,,Yes,18.0,14179 Springs Drive,2557,NSW,Australia,9,5,434.3459999999999,55.0,"(49.0, 59.0]","(50.0, 70.0]"
1464,Mac,Leguay,Male,20,1984-10-03,Office Assistant II,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,10.0,8 Green Ridge Place,2565,NSW,Australia,9,7,309.90857142857146,36.0,"(29.0, 39.0]","(30.0, 50.0]"
1465,Wilona,Osgood,Female,53,1971-02-18,Mechanical Systems Engineer,Financial Services,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,5.0,55 Red Cloud Pass,2536,NSW,Australia,5,4,357.375,50.0,"(49.0, 59.0]","(30.0, 50.0]"
1466,Cyndia,Gull,Female,62,1998-01-05,Cost Accountant,Financial Services,High Net Worth,N,"""'",Yes,2.0,21 Spohn Drive,2530,NSW,Australia,8,3,326.14000000000004,23.0,"(19.0, 29.0]","(10.0, 30.0]"
1467,Alysia,Cantrill,Female,1,1975-12-16,,Manufacturing,Mass Customer,N,â,Yes,6.0,11606 Myrtle Street,2207,NSW,Australia,8,7,260.8328571428571,45.0,"(39.0, 49.0]","(30.0, 50.0]"
1468,Adaline,Hayles,Female,37,1978-01-10,Financial Advisor,Financial Services,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,22.0,45725 Hagan Pass,2519,NSW,Australia,9,7,509.28428571428566,43.0,"(39.0, 49.0]","(30.0, 50.0]"
1469,Shermy,,Male,77,1957-06-29,Financial Advisor,Financial Services,Affluent Customer,N,,Yes,14.0,93482 Jenifer Alley,2439,NSW,Australia,10,6,375.2266666666667,63.0,"(59.0, 69.0]","(50.0, 70.0]"
1470,Albie,Pach,Male,62,1995-12-04,Senior Cost Accountant,Financial Services,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,8.0,04 Gulseth Plaza,2528,NSW,Australia,8,8,495.17499999999995,25.0,"(19.0, 29.0]","(10.0, 30.0]"
1471,Berri,Farr,Female,88,1978-02-24,,Financial Services,Mass Customer,N,!@#$%^&*(),No,15.0,0 Canary Parkway,2506,NSW,Australia,9,5,937.168,43.0,"(39.0, 49.0]","(30.0, 50.0]"
1472,Demeter,Robbeke,Female,3,1964-03-03,Environmental Specialist,Financial Services,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,17.0,2 Dayton Center,2487,NSW,Australia,9,7,715.9142857142857,57.0,"(49.0, 59.0]","(50.0, 70.0]"
1473,Darrick,Feake,Male,49,1960-04-21,VP Product Management,,Mass Customer,N,ï»¿,Yes,20.0,25607 Summer Ridge Way,2448,NSW,Australia,5,11,561.4818181818182,60.0,"(59.0, 69.0]","(50.0, 70.0]"
1474,Farley,Rosen,Male,54,1986-05-27,Structural Analysis Engineer,Health,Mass Customer,N,00ËÆ$-,Yes,21.0,828 Schlimgen Circle,2450,NSW,Australia,5,5,335.23,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1475,Aristotle,Jess,Male,41,1985-07-21,Recruiting Manager,Retail,Affluent Customer,N,â°â´âµâââ,Yes,7.0,558 Thompson Junction,2440,NSW,Australia,6,8,976.52125,35.0,"(29.0, 39.0]","(30.0, 50.0]"
1476,Vaughn,Browse,Male,25,1986-11-21,Structural Analysis Engineer,,Affluent Customer,N,á ,Yes,20.0,589 Main Plaza,2290,NSW,Australia,4,2,465.23,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1477,Leo,Balharry,,42,,Actuary,Financial Services,Mass Customer,N,,Yes,,472 Blaine Junction,2440,NSW,Australia,3,9,556.4377777777777,,nan,nan
1478,Fulton,Blayney,Male,40,1992-12-05,VP Quality Control,Financial Services,High Net Worth,N,âââ,No,9.0,12 Express Pass,2340,NSW,Australia,2,8,458.73749999999995,28.0,"(19.0, 29.0]","(10.0, 30.0]"
1479,Avrom,Clougher,Male,25,1977-10-20,Help Desk Technician,Argiculture,Mass Customer,N,â¦testâ§,No,21.0,76 Norway Maple Drive,4509,QLD,Australia,6,6,506.12,43.0,"(39.0, 49.0]","(30.0, 50.0]"
1480,Bird,Diess,Female,83,1995-05-21,Legal Assistant,,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,5.0,4 Oriole Hill,2340,NSW,Australia,7,9,250.96666666666664,25.0,"(19.0, 29.0]","(10.0, 30.0]"
1481,Ellissa,Stanney,Female,93,1976-06-26,Senior Financial Analyst,Financial Services,Affluent Customer,N,â°â´âµ,No,14.0,038 North Court,2333,NSW,Australia,3,9,318.88125,44.0,"(39.0, 49.0]","(30.0, 50.0]"
1482,Georas,Niesel,Male,29,1979-04-30,Electrical Engineer,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,12.0,7231 Pepper Wood Point,2428,NSW,Australia,8,12,772.43,41.0,"(39.0, 49.0]","(30.0, 50.0]"
1483,Beth,Daile,Female,55,1971-12-11,Senior Quality Engineer,Telecommunications,Mass Customer,N,0/0,Yes,14.0,941 La Follette Hill,2263,NSW,Australia,10,8,534.1925,49.0,"(39.0, 49.0]","(30.0, 50.0]"
1484,Willette,Boodell,Female,26,1986-03-05,Administrative Assistant IV,,Mass Customer,N,é¨è½æ ¼,No,18.0,2 Barby Trail,2769,NSW,Australia,10,5,291.07800000000003,35.0,"(29.0, 39.0]","(30.0, 50.0]"
1485,Meredeth,Luck,Male,50,1969-08-02,Food Chemist,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,6.0,29133 Canary Circle,2282,NSW,Australia,8,2,263.39500000000004,51.0,"(49.0, 59.0]","(50.0, 70.0]"
1486,Dag,Landell,Male,14,1978-08-07,Geological Engineer,Manufacturing,Mass Customer,N,100,No,10.0,12 Redwing Street,2325,NSW,Australia,4,5,736.302,42.0,"(39.0, 49.0]","(30.0, 50.0]"
1487,Kaela,Soppett,Female,58,1979-05-23,Web Designer IV,,Affluent Customer,N,"""'",Yes,5.0,57835 Ruskin Lane,2325,NSW,Australia,5,2,200.235,41.0,"(39.0, 49.0]","(30.0, 50.0]"
1488,Donnamarie,Andrieu,Female,82,1986-09-30,Assistant Manager,,Mass Customer,N,åè£½æ¼¢èª,Yes,17.0,7 Mifflin Terrace,2323,NSW,Australia,3,2,133.38,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1489,Mead,Wollard,Male,17,1993-05-13,Teacher,Health,Mass Customer,N,åè£½æ¼¢èª,No,4.0,7509 Prairieview Center,2289,NSW,Australia,9,5,113.30999999999997,27.0,"(19.0, 29.0]","(10.0, 30.0]"
1490,Lusa,Hargerie,Female,36,1970-01-03,Cost Accountant,Financial Services,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,6.0,7 Delaware Hill,2320,NSW,Australia,6,4,545.7450000000001,51.0,"(49.0, 59.0]","(50.0, 70.0]"
1491,Agneta,Swiggs,Female,96,1997-08-03,Senior Sales Associate,Health,Mass Customer,N,0/0,Yes,4.0,15012 Oneill Plaza,2285,NSW,Australia,5,3,530.4433333333334,23.0,"(19.0, 29.0]","(10.0, 30.0]"
1492,Cordey,Tomik,Female,51,1980-01-11,Media Manager I,,Mass Customer,N,nil,No,7.0,4861 School Park,2290,NSW,Australia,3,8,663.6914285714284,41.0,"(39.0, 49.0]","(30.0, 50.0]"
1493,Lisabeth,Fundell,Female,51,1987-08-12,Engineer II,Argiculture,High Net Worth,N,1/0,No,22.0,9 Sycamore Pass,2287,NSW,Australia,5,10,611.7049999999999,33.0,"(29.0, 39.0]","(30.0, 50.0]"
1494,Levon,Parlor,Male,46,1986-11-03,Geologist I,,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,7.0,005 Prentice Circle,2307,NSW,Australia,5,10,522.126,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1495,Charmion,Dobsons,Female,4,1989-08-14,Physical Therapy Assistant,Health,High Net Worth,N,ã,Yes,8.0,81 Artisan Park,2259,NSW,Australia,5,2,287.57500000000005,31.0,"(29.0, 39.0]","(30.0, 50.0]"
1496,Cordie,Disbrow,Female,22,1998-05-02,Human Resources Manager,IT,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,No,3.0,7764 Declaration Hill,2261,NSW,Australia,9,5,636.2320000000002,22.0,"(19.0, 29.0]","(10.0, 30.0]"
1497,Karole,Grinin,Female,70,1973-11-08,Marketing Assistant,Retail,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,14.0,7049 Sutteridge Lane,2251,NSW,Australia,8,6,503.83166666666654,47.0,"(39.0, 49.0]","(30.0, 50.0]"
1498,Janot,McGougan,Female,84,1989-09-27,Nurse,,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,13.0,40 Dexter Crossing,2250,NSW,Australia,9,4,395.7975,31.0,"(29.0, 39.0]","(30.0, 50.0]"
1499,Patton,Wrey,Male,88,1973-08-18,Design Engineer,Manufacturing,Mass Customer,N,âââ,Yes,11.0,543 Morrow Terrace,2261,NSW,Australia,8,5,438.77199999999993,47.0,"(39.0, 49.0]","(30.0, 50.0]"
1500,Bellina,Bradberry,Female,82,1960-01-24,,,Mass Customer,N,testâ testâ«,No,9.0,36 Marquette Center,2250,NSW,Australia,7,5,697.6899999999999,61.0,"(59.0, 69.0]","(50.0, 70.0]"
1501,Shelby,Trayhorn,Female,74,1973-07-31,Account Executive,Property,Mass Customer,N,,Yes,14.0,8 Arizona Way,2233,NSW,Australia,9,5,327.274,47.0,"(39.0, 49.0]","(30.0, 50.0]"
1502,Margalit,Handrick,Female,52,1990-03-26,Design Engineer,Financial Services,Affluent Customer,N,â¦testâ§,Yes,11.0,78960 Schiller Lane,2450,NSW,Australia,4,9,689.9644444444443,30.0,"(29.0, 39.0]","(10.0, 30.0]"
1503,Del,Scullin,Female,1,1968-02-25,Media Manager III,,Affluent Customer,N,nil,No,6.0,75 Hoepker Street,2232,NSW,Australia,10,10,961.7224999999999,53.0,"(49.0, 59.0]","(50.0, 70.0]"
1504,Coop,Corneck,Male,98,1975-01-03,Data Coordiator,Property,Affluent Customer,N,"<>?:""{}|_+",Yes,13.0,39677 Emmet Terrace,2211,NSW,Australia,10,5,142.644,46.0,"(39.0, 49.0]","(30.0, 50.0]"
1505,Cristian,Trounce,Male,90,1993-10-21,Recruiting Manager,Financial Services,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,3.0,30 Bay Hill,2229,NSW,Australia,12,5,852.634,27.0,"(19.0, 29.0]","(10.0, 30.0]"
1506,Andonis,Cochrane,Male,21,1958-02-21,,Property,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,17.0,6 Canary Plaza,2223,NSW,Australia,8,10,643.51,63.0,"(59.0, 69.0]","(50.0, 70.0]"
1507,Holmes,Benkin,Male,97,1977-11-10,,Manufacturing,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,Yes,22.0,4 Maywood Court,2228,NSW,Australia,10,4,867.1175000000001,43.0,"(39.0, 49.0]","(30.0, 50.0]"
1508,Orv,Milland,Male,80,1986-08-28,Clinical Specialist,Health,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,11.0,04489 Corscot Hill,2232,NSW,Australia,10,5,695.8019999999999,34.0,"(29.0, 39.0]","(30.0, 50.0]"
1509,Sibley,Janek,,10,,Computer Systems Analyst I,IT,High Net Worth,N,,Yes,,00941 7th Place,2227,NSW,Australia,10,3,620.9833333333332,,nan,nan
1510,Timmie,Chitty,Male,94,1959-02-05,Actuary,Financial Services,Mass Customer,N,ð,No,18.0,09 Bayside Place,2223,NSW,Australia,10,2,1119.185,62.0,"(59.0, 69.0]","(50.0, 70.0]"
1511,Yves,Trehearne,Male,97,1990-07-08,Internal Auditor,Financial Services,Mass Customer,N,(ï½¡â â âï½¡),No,4.0,8802 Fisk Street,2234,NSW,Australia,10,8,379.6975,30.0,"(29.0, 39.0]","(10.0, 30.0]"
1512,Chandler,,Male,89,1979-04-10,Teacher,,High Net Worth,N,â¡,No,4.0,81 Darwin Court,2210,NSW,Australia,10,4,704.3925,41.0,"(39.0, 49.0]","(30.0, 50.0]"
1513,Wendel,Cator,Male,13,1970-06-05,Quality Engineer,,Affluent Customer,N,-1,Yes,16.0,54295 Dorton Hill,2219,NSW,Australia,10,6,345.19,50.0,"(49.0, 59.0]","(30.0, 50.0]"
1514,Pren,Brangan,Male,15,1962-01-16,Professor,,Mass Customer,N,<script>alert('hi')</script>,No,14.0,29 Spohn Drive,2212,NSW,Australia,10,7,507.69,59.0,"(49.0, 59.0]","(50.0, 70.0]"
1515,Dietrich,Escott,Male,80,1990-08-19,Geological Engineer,Manufacturing,Mass Customer,N,',Yes,2.0,87746 Bellgrove Park,2211,NSW,Australia,10,7,330.6571428571429,30.0,"(29.0, 39.0]","(10.0, 30.0]"
1516,Ham,Pietrusiak,Male,6,1967-07-12,VP Sales,IT,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,19.0,4517 Colorado Place,2210,NSW,Australia,10,5,851.2639999999999,53.0,"(49.0, 59.0]","(50.0, 70.0]"
1517,Murdoch,Twort,Male,90,1987-09-15,Operator,IT,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,12.0,91433 Hollow Ridge Crossing,2210,NSW,Australia,10,11,534.3772727272727,33.0,"(29.0, 39.0]","(30.0, 50.0]"
1518,Dallon,Greatreax,Male,66,1971-01-02,Safety Technician IV,Property,Affluent Customer,N,100,No,18.0,237 Garrison Way,2207,NSW,Australia,8,5,549.88,50.0,"(49.0, 59.0]","(30.0, 50.0]"
1519,Marwin,Jeyness,Male,35,2001-11-30,Administrative Assistant IV,Telecommunications,High Net Worth,N,â©testâ©,Yes,1.0,7 Bartillon Circle,2260,NSW,Australia,8,11,347.23,19.0,"(10.0, 19.0]","(10.0, 30.0]"
1520,Dillie,Wilstead,Male,95,1965-11-18,,Retail,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,19.0,22 Nelson Terrace,2190,NSW,Australia,10,4,385.5,55.0,"(49.0, 59.0]","(50.0, 70.0]"
1521,Pernell,Duffett,Male,49,1995-11-13,Business Systems Development Analyst,Financial Services,Affluent Customer,N,',Yes,22.0,96 Pepper Wood Drive,2567,NSW,Australia,10,2,412.1350000000001,25.0,"(19.0, 29.0]","(10.0, 30.0]"
1522,Hubie,Thunnerclef,Male,57,1994-06-13,Paralegal,Financial Services,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,6,493.79333333333335,26.0,"(19.0, 29.0]","(10.0, 30.0]"
1523,Brnaba,Dighton,Male,78,1959-09-06,Product Engineer,Financial Services,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,17.0,520 Mesta Alley,2200,NSW,Australia,8,3,701.6966666666666,61.0,"(59.0, 69.0]","(50.0, 70.0]"
1524,Bonni,Drakers,Female,7,1975-04-29,Administrative Officer,Financial Services,Mass Customer,N,1;DROP TABLE users,Yes,16.0,0534 Bartelt Trail,2760,NSW,Australia,8,8,340.56499999999994,45.0,"(39.0, 49.0]","(30.0, 50.0]"
1525,Philis,Whittam,Female,43,1966-07-15,Database Administrator III,Financial Services,High Net Worth,N,â£,No,5.0,3009 Duke Crossing,2200,NSW,Australia,8,3,636.39,54.0,"(49.0, 59.0]","(50.0, 70.0]"
1526,Charlie,MacKibbon,Male,50,1964-11-07,Editor,Manufacturing,Mass Customer,N,â,Yes,19.0,484 Lindbergh Street,2161,NSW,Australia,6,6,574.4716666666667,56.0,"(49.0, 59.0]","(50.0, 70.0]"
1527,Gerek,Chape,Male,23,1997-10-15,Chemical Engineer,Manufacturing,Mass Customer,N,,No,2.0,83 Luster Drive,2848,NSW,Australia,1,8,481.99125000000004,23.0,"(19.0, 29.0]","(10.0, 30.0]"
1528,Ranee,Henriksson,Female,78,1984-01-01,,Manufacturing,High Net Worth,N,,No,3.0,28 Mcguire Junction,2171,NSW,Australia,10,7,726.2014285714286,37.0,"(29.0, 39.0]","(30.0, 50.0]"
1529,Tansy,Beltzner,Female,0,1986-10-21,Media Manager III,Financial Services,High Net Worth,N,Ù¡Ù¢Ù£,Yes,5.0,6750 Truax Trail,2145,NSW,Australia,8,1,199.0999999999999,34.0,"(29.0, 39.0]","(30.0, 50.0]"
