customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
3802,Leila,Elcombe,Female,9,1970-10-27,Chief Design Engineer,Telecommunications,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,5.0
3803,Josepha,Finder,Female,54,1961-05-13,Dental Hygienist,Health,Mass Customer,N,!@#$%^&*(),Yes,11.0
3804,Andria,Keays,Female,23,1986-08-21,,Manufacturing,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,4.0
3805,Margaret,McSperrin,Female,52,1977-08-16,Software Test Engineer II,Property,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,4.0
3806,Ado,Gailor,Male,1,1954-02-08,,Property,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,7.0
3807,Bibby,Goman,Female,73,1976-05-21,Analyst Programmer,Retail,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,21.0
3808,Cal,Wilber,Male,66,1969-10-11,Recruiting Manager,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,11.0
3809,Angelita,Itzcovichch,Female,44,1955-09-08,VP Quality Control,Manufacturing,Affluent Customer,N,,No,11.0
3810,Cacilie,Grimoldby,Female,22,1974-09-05,Food Chemist,Health,Affluent Customer,N,',No,5.0
3811,Etta,Leele,Female,60,1997-03-19,,Financial Services,High Net Worth,N,!@#$%^&*(),No,4.0
3812,Sophie,Druhan,Female,91,1977-07-04,VP Product Management,Retail,Mass Customer,N,â°â´âµâââ,Yes,12.0
3813,Skelly,Caudell,Male,12,1979-04-13,Media Manager IV,IT,Mass Customer,N,NIL,Yes,6.0
3814,Constancia,Gebbe,Female,10,1983-07-01,VP Product Management,Financial Services,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,11.0
3815,Jayson,Gasparro,Male,99,1981-04-19,Librarian,Entertainment,Mass Customer,N,âââ,Yes,5.0
3816,Farra,Klimkiewich,Female,93,1969-10-26,Safety Technician I,Property,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,18.0
3817,Tuckie,,Male,65,1957-05-02,VP Product Management,Manufacturing,High Net Worth,N,!@#$%^&*(),No,13.0
3818,Erny,Andryushin,Male,5,1964-08-08,Sales Representative,Retail,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,7.0
3819,Alvan,Phillput,Male,62,1978-06-29,Staff Accountant I,,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,3.0
3820,Maren,Ruske,Female,65,1980-03-08,Business Systems Development Analyst,IT,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,17.0
3821,Cassandra,Cescotti,Female,96,1988-03-27,VP Marketing,Manufacturing,Affluent Customer,N,"""'",No,14.0
3822,Conny,Speechley,Male,37,1959-03-09,,Manufacturing,High Net Worth,N,100,Yes,18.0
3823,Corabel,Todd,Female,5,1964-12-02,Budget/Accounting Analyst II,Retail,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,4.0
3824,Giffard,Stollman,Male,33,1994-11-21,,Property,Mass Customer,N,,No,3.0
3825,Cinda,Rounds,Female,82,1978-10-12,Recruiting Manager,Health,Mass Customer,N,,No,11.0
3826,Marlow,Balffye,Male,33,1978-09-25,,Health,Mass Customer,N,ðµ ð ð ð,No,7.0
3827,Cherida,Whyffen,Female,10,1976-09-05,,Retail,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,8.0
3828,Tessy,Beefon,Female,81,1992-05-12,Dental Hygienist,Health,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,6.0
3829,Cornie,Hillhouse,Male,68,1980-09-01,Account Coordinator,,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,15.0
3830,Jareb,Filippucci,Male,92,1954-10-31,Sales Representative,Retail,High Net Worth,N,ð©ð½,No,8.0
3831,Kory,Mabson,Male,10,1971-06-09,Librarian,Entertainment,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,6.0
3832,Sarajane,Mortimer,Female,30,1973-09-26,Safety Technician III,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,9.0
3833,Jamie,Staziker,Female,88,1985-12-10,Account Coordinator,Manufacturing,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,16.0
3834,Bianca,Ricket,Female,59,1972-10-31,Compensation Analyst,Financial Services,Mass Customer,N,-0.5,Yes,11.0
3835,Jorgan,Crosoer,Male,19,1959-02-02,Project Manager,,Affluent Customer,N,NIL,No,16.0
3836,Jolee,Stearndale,Female,16,1995-01-25,Electrical Engineer,Manufacturing,Affluent Customer,N,1,Yes,7.0
3837,Alysa,McDiarmid,Female,26,1990-01-17,Professor,,Mass Customer,N,-100,Yes,17.0
3838,Mil,Clemitt,Female,59,1987-03-24,Sales Associate,Financial Services,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,4.0
3839,Wallie,Christauffour,Female,78,1992-04-25,Account Executive,Manufacturing,High Net Worth,N,0/0,Yes,2.0
3840,Marc,Torrans,Male,27,1962-09-30,,,High Net Worth,N,,No,5.0
3841,Barnebas,Munro,Male,64,1990-01-24,Desktop Support Technician,Manufacturing,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,10.0
3842,Van,Durnell,Male,24,1971-07-11,Staff Accountant II,,Mass Customer,N,â©testâ©,Yes,12.0
3843,Mahmoud,Ligerton,Male,0,1989-06-06,Senior Financial Analyst,Financial Services,Mass Customer,N,,Yes,16.0
3844,Clotilda,Oret,Female,87,1987-12-06,,Manufacturing,Affluent Customer,N,ð,No,15.0
3845,Bonnie,Goracci,Female,72,1955-06-07,Legal Assistant,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,5.0
3846,Nariko,McClymont,Female,57,1956-03-12,Geologist III,Manufacturing,Mass Customer,N,"""'",No,15.0
3847,Erinn,Ewing,Female,8,1961-02-12,Analyst Programmer,Health,Mass Customer,N,-1,Yes,14.0
3848,Luca,Cabotto,Male,4,1958-01-13,Structural Engineer,,High Net Worth,N,é¨è½æ ¼,No,13.0
3849,Marice,Morrice,Female,2,1968-01-01,Database Administrator III,Property,Mass Customer,N,ã,Yes,15.0
3850,Alexandro,McCullock,Male,55,2000-01-07,Accountant III,,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,2.0
3851,Fowler,Bauduccio,Male,5,1994-11-30,Senior Sales Associate,Manufacturing,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,3.0
3852,Zerk,Merrien,Male,44,1982-02-04,Help Desk Operator,,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,No,4.0
3853,Kerri,Marrington,Female,91,1975-06-26,Accounting Assistant IV,,Mass Customer,N,â£,Yes,19.0
3854,Melody,Ivanilov,Female,47,1996-01-16,VP Quality Control,Property,High Net Worth,N,testâ testâ«,Yes,2.0
3855,Brnaby,Doughtery,Male,89,1965-02-26,General Manager,,Mass Customer,N,Ù¡Ù¢Ù£,No,16.0
3856,Shane,Haseldine,Female,74,1992-04-24,Accounting Assistant III,Property,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,7.0
3857,Tanner,McCuthais,Male,64,1985-11-26,Structural Engineer,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,10.0
3858,Sabina,Tarbin,Female,57,1998-08-31,Librarian,Entertainment,Mass Customer,N,â£,Yes,1.0
3859,Boonie,Searle,Male,81,1956-03-20,Software Consultant,Manufacturing,Mass Customer,N,,No,14.0
3860,Sheila-kathryn,Conklin,Female,14,1986-04-05,Mechanical Systems Engineer,,Affluent Customer,N,ã,Yes,13.0
3861,Thayne,Canepe,Male,87,1968-12-16,Junior Executive,Retail,Affluent Customer,N,â¦testâ§,No,9.0
3862,Casey,Kett,Female,1,1996-09-22,Structural Engineer,Health,Mass Customer,N,,No,4.0
3863,Virgilio,Haverty,Male,30,1985-12-06,Quality Control Specialist,Retail,High Net Worth,N,,No,20.0
3864,Ilyssa,Piaggia,Female,23,1963-08-27,Help Desk Technician,,Mass Customer,N,",./;'[]\-=",Yes,10.0
3865,Urbanus,Fuxman,Male,49,1978-03-15,,Manufacturing,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,11.0
3866,Theressa,Morfield,Female,56,1990-07-18,Structural Engineer,Health,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,9.0
3867,Carmelia,Klimentyonok,Female,14,1998-10-09,Geologist II,IT,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,1.0
3868,Rica,Corrado,Female,60,1997-06-19,Social Worker,Health,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,4.0
3869,Amalie,Isabell,Female,58,1974-12-22,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,,No,13.0
3870,Fidelia,Cess,Female,31,1984-10-13,Social Worker,Health,Mass Customer,N,â°â´âµ,No,5.0
3871,Magda,Shugg,Female,80,1983-11-13,Recruiting Manager,,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,4.0
3872,Wilma,Budcock,Female,14,1957-05-15,Sales Representative,Retail,High Net Worth,N,<img src=x onerror=alert('hi') />,Yes,12.0
3873,Sascha,Paolozzi,Male,32,1978-12-05,Compensation Analyst,Financial Services,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,11.0
3874,Bendicty,Juste,Male,47,1963-08-14,Actuary,Financial Services,Mass Customer,N,,No,19.0
3875,Berti,Arnould,Male,2,1985-07-27,Electrical Engineer,Manufacturing,Mass Customer,N,,Yes,5.0
3876,Willow,Cutmere,Female,22,1967-05-16,Internal Auditor,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,16.0
3877,Georgine,Poutress,Female,55,1971-01-28,Account Coordinator,,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,11.0
3878,Waldon,Digges,Male,99,1978-02-24,Programmer III,,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,9.0
3879,Vin,Attack,Male,74,1979-08-28,Payment Adjustment Coordinator,,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,19.0
3880,Donella,Disley,Female,77,1968-01-13,Web Designer I,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,No,14.0
3881,Olivie,Nazair,Female,50,1971-01-12,,Financial Services,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,18.0
3882,Nona,Tubb,Female,18,1976-11-05,Human Resources Assistant III,Health,Mass Customer,N,ð©ð½,Yes,9.0
3883,Nissa,Conrad,,35,,Legal Assistant,IT,Mass Customer,N,,No,
3884,Sibley,Thirlwall,Female,69,1986-02-06,Web Designer II,Manufacturing,High Net Worth,N,"__ï¾(,_,*)",Yes,18.0
3885,Asher,,Male,55,1978-06-17,Actuary,Financial Services,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,8.0
3886,Fidela,Haresign,Female,74,1996-03-26,Recruiting Manager,Manufacturing,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,5.0
3887,Dulcie,Nealon,Female,66,1964-07-16,Computer Systems Analyst IV,,Affluent Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,7.0
3888,Lusa,Vigers,Female,4,1987-09-13,Programmer Analyst I,IT,High Net Worth,N,â°â´âµâââ,Yes,11.0
3889,Dunn,Ziem,Male,39,1975-08-09,General Manager,Retail,Affluent Customer,N,â«testâ«,No,18.0
3890,Mavra,Padell,Female,72,1962-05-25,Physical Therapy Assistant,Retail,Mass Customer,N,,No,10.0
3891,Amalea,Elcy,Female,61,1977-08-01,Staff Accountant II,Retail,High Net Worth,N,âââ,Yes,7.0
3892,Roma,Finlater,Male,19,1978-01-29,Staff Scientist,,Mass Customer,N,"'""''''""",Yes,15.0
3893,Hadria,Moles,Female,7,1996-11-18,,,High Net Worth,N,â«testâ«,Yes,4.0
3894,Burgess,Diaper,Male,70,1982-02-02,Health Coach II,IT,Affluent Customer,N,100,No,10.0
3895,Reginald,Struys,Male,18,1994-09-06,Business Systems Development Analyst,IT,Affluent Customer,N,â«testâ«,Yes,2.0
3896,Perla,Blakiston,Female,3,1979-10-15,Tax Accountant,,Mass Customer,N,â¦testâ§,Yes,13.0
3897,Vanni,McAloren,Female,36,1967-06-24,Junior Executive,Manufacturing,High Net Worth,N,00ËÆ$-,Yes,5.0
3898,Demetrius,Youdell,Male,91,1958-12-27,Registered Nurse,Health,Mass Customer,N,"__ï¾(,_,*)",No,6.0
3899,Rex,Gittings,Male,23,1955-12-28,Research Associate,Health,Affluent Customer,N,1,Yes,6.0
3900,Garland,Wildsmith,Female,78,1986-09-01,GIS Technical Architect,Financial Services,Mass Customer,N,"<>?:""{}|_+",Yes,3.0
3901,Evelina,Bavin,Female,98,1974-05-14,Marketing Manager,Argiculture,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,12.0
3902,Angelia,McPake,Female,2,1961-02-11,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,"""'",No,9.0
3903,Dayna,Cawthera,Female,69,1981-02-13,Research Assistant III,,Mass Customer,N,â«testâ«,Yes,17.0
3904,Arabelle,Nevill,Female,15,1977-12-17,Sales Representative,Retail,Affluent Customer,N,",./;'[]\-=",No,7.0
3905,Leodora,Cowill,Female,72,1967-10-22,Product Engineer,Argiculture,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,5.0
3906,Bronny,Claige,Male,87,1982-01-29,Cost Accountant,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,13.0
3907,Adriana,Heam,Female,8,1996-01-11,Technical Writer,,High Net Worth,N,../../../../../../../../../../../etc/hosts,Yes,5.0
3908,Dolf,Serridge,Male,64,1999-06-09,Junior Executive,Health,High Net Worth,N,,No,1.0
3909,Micheil,McGeorge,Male,1,1987-10-04,,Manufacturing,High Net Worth,N,â°â´âµâââ,Yes,18.0
3910,Hall,Leyfield,Male,38,1980-09-10,VP Sales,IT,Mass Customer,N,ðµ ð ð ð,No,10.0
3911,Valeda,Ezele,Female,81,1954-05-25,Recruiting Manager,,Mass Customer,N,1,No,5.0
3912,Ryon,Darridon,Male,89,1986-10-27,Social Worker,Health,Affluent Customer,N,1,No,22.0
3913,Phylys,Neenan,Female,11,1959-12-29,Community Outreach Specialist,Retail,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,6.0
3914,Izabel,Roelofs,Female,79,1988-05-21,Assistant Manager,Entertainment,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,22.0
3915,Cybil,Brombell,Female,17,1959-06-23,Statistician I,Financial Services,Affluent Customer,N,ðµ ð ð ð,No,15.0
3916,Myrtia,,Female,31,1958-10-17,,Retail,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,17.0
3917,Artemas,Kyncl,Male,79,1997-12-26,Chemical Engineer,Manufacturing,Mass Customer,N,-0.5,No,4.0
3918,Rosalia,Skedge,Female,52,1977-07-05,Junior Executive,,High Net Worth,N,á ,No,18.0
3919,Traci,Beeckx,Female,38,1963-07-30,Cost Accountant,Financial Services,High Net Worth,N,1'; DROP TABLE users--,No,18.0
3920,Filbert,Deetlefs,Male,90,1961-01-21,Environmental Specialist,Telecommunications,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,9.0
3921,Gaby,Lozano,Female,93,1976-03-09,Mechanical Systems Engineer,Manufacturing,High Net Worth,N,2018-02-01 00:00:00,No,10.0
3922,Frans,Whitecross,Male,90,1981-05-29,Tax Accountant,Financial Services,Mass Customer,N,,Yes,3.0
3923,Shay,Rayer,Male,90,1978-01-04,Product Engineer,Financial Services,High Net Worth,N,"''''""",No,16.0
3924,Perry,Lampert,Male,72,1976-07-03,Editor,Property,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,10.0
3925,Cally,Chaim,Female,81,1978-11-25,Statistician I,,High Net Worth,N,,No,7.0
3926,Allistir,Heckney,Male,24,1954-09-04,Account Executive,Manufacturing,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,18.0
3927,Conway,,Male,29,1978-01-07,Electrical Engineer,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,7.0
3928,Kristin,Way,Female,71,1982-04-16,,Property,Affluent Customer,N,"""'",Yes,6.0
3929,Jacqui,Fortnam,Female,50,1989-10-18,,,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,10.0
3930,Blancha,Baldi,Female,43,1988-01-06,,Financial Services,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,22.0
3931,Kylie,Epine,,19,,,IT,High Net Worth,N,,Yes,
3932,Hadley,Veracruysse,Male,85,1986-07-10,Senior Editor,Financial Services,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,11.0
3933,Chiarra,Cops,Female,65,1983-07-05,,,High Net Worth,N,100,Yes,10.0
3934,Cherice,Wehner,Female,38,1977-11-25,Sales Associate,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,16.0
3935,Teodor,Alfonsini,,72,,,IT,High Net Worth,N,,Yes,
3936,Rodd,Spare,Male,57,1960-05-04,Paralegal,Financial Services,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,16.0
3937,Brennen,Mularkey,Male,81,1978-06-07,Tax Accountant,Property,Mass Customer,N,â¡,No,12.0
3938,Dulcy,Wormleighton,Female,25,1973-08-06,Account Executive,Financial Services,High Net Worth,N,é¨è½æ ¼,Yes,9.0
3939,Georges,Dumbelton,Male,67,1981-06-25,,Manufacturing,Affluent Customer,N,âââ,No,15.0
3940,Anna,Warmington,Female,9,1977-11-18,Sales Representative,Retail,Mass Customer,N,0,No,9.0
3941,Cinnamon,Batram,Female,27,1978-05-03,Technical Writer,Manufacturing,Mass Customer,N,",./;'[]\-=",Yes,11.0
3942,Barbie,Gergler,Female,82,1965-04-02,Administrative Officer,Manufacturing,Mass Customer,N,Ù¡Ù¢Ù£,No,12.0
3943,Adler,Dredge,Male,19,1997-12-30,VP Accounting,Financial Services,Affluent Customer,N,100,No,2.0
3944,Urbain,Sinnock,Male,28,1973-05-04,Engineer III,IT,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,3.0
3945,Lazarus,Donaghy,Male,77,1994-10-21,,Retail,High Net Worth,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,7.0
3946,Wylie,FitzGilbert,Male,85,1960-06-23,,Retail,High Net Worth,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,10.0
3947,Tanitansy,McTrustam,Female,26,1970-05-12,GIS Technical Architect,,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,12.0
3948,Roberto,Beinke,Male,44,1986-06-22,Occupational Therapist,Health,Mass Customer,N,â¦testâ§,No,13.0
3949,Costa,Sleightholm,Male,24,2001-12-19,Web Designer IV,Manufacturing,High Net Worth,N,-0.5,Yes,1.0
3950,Alic,Juniper,Male,72,1968-09-07,Senior Financial Analyst,Financial Services,High Net Worth,N,00ËÆ$-,Yes,12.0
3951,Ephrem,Hollerin,Male,39,1975-02-10,Quality Control Specialist,,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,9.0
3952,Di,Borsnall,Female,96,1968-05-09,,Manufacturing,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,10.0
